123,2011-09-10,1,7088,4786,8745,0014,5624,5005,0681,4551,4994,7144
124,2011-09-10,2,9836,6851,9639,3982,9784,2026,9477,6923,5534,2615
125,2012-02-10,1,1014,4965,0289,9434,2625,0611,3511,6913,3095,9661
126,2012-02-10,2,8438,7118,5473,9699,4696,6881,4171,9176,5547,4430
127,2012-02-02,1,3785,3256,1467,6847,0824,0715,2972,0443,9606,4823
128,2012-02-02,2,8060,0461,7940,4097,1585,1704,4116,1125,9430,9290
129,2012-02-16,1,6756,9886,5913,3571,8717,3912,9563,2851,9165,9388
130,2012-02-16,2,3700,6339,0047,1071,5704,8676,9190,4420,1248,3335
131,2012-05-10,1,7311,1693,3145,1991,1023,5597,2482,6228,4452,0813
132,2012-05-10,2,0889,7152,0479,7947,0823,8653,9042,4553,1941,4538
133,2011-12-05,1,5871,5503,8924,2489,1104,8173,9449,9587,1795,3104
134,2011-12-05,2,5758,8846,5853,6941,5484,0924,9674,1619,5930,2551
135,2011-09-27,1,3043,7996,9347,8444,1203,0622,4592,3529,3129,2255
136,2011-09-27,2,6594,2584,7494,7451,8184,0667,2709,8221,0304,5950
137,2012-02-01,1,3882,8071,6941,1714,9740,7911,6044,7201,5755,7053
138,2012-02-01,2,4549,6242,0835,0349,4159,5293,5520,7871,7750,6905
139,2011-10-11,1,6166,7839,9623,9773,4713,9389,2141,9066,4319,6197
140,2011-10-11,2,7147,5246,4932,2271,7998,4407,6919,6544,5850,7165
141,2012-02-11,1,7935,9938,3224,8411,6089,5037,2225,5406,2626,8591
142,2012-02-11,2,4799,8392,9256,0878,5393,9231,3840,6946,1076,4862
143,2011-07-22,1,8093,3724,2064,8593,1631,2478,7812,0136,0179,5595
144,2011-07-22,2,0719,4637,9895,4553,3345,5231,0233,3889,5115,8738
145,2012-01-10,1,1691,7887,8311,6533,5841,3740,7997,4183,2575,6173
146,2012-01-10,2,9718,0011,5993,8690,2006,4111,5564,1419,2850,6170
147,2011-12-26,1,0567,0643,2138,2815,8310,1228,7860,5978,1413,8639
148,2011-12-26,2,4252,3151,5322,8090,2268,4892,8162,7214,8697,5679
149,2011-07-16,1,5715,0416,0962,8073,4475,2426,6165,4722,6012,1584
150,2011-07-16,2,0456,6190,8570,8904,8458,3143,2524,5619,9857,1286
151,2012-01-20,1,2367,9730,1456,5852,4182,8367,4429,9003,5443,8636
152,2012-01-20,2,1330,3204,7908,8661,7982,1871,0558,4351,7578,9357
153,2011-07-26,1,0701,7928,5717,8541,4734,0042,1248,5412,3927,0009
154,2011-07-26,2,9807,1495,7777,8235,5952,3721,5255,6437,1397,9375
155,2011-05-24,1,4000,3995,1496,6875,3206,8356,3497,2791,0799,6945
156,2011-05-24,2,3340,3883,7365,4516,2603,6535,5890,4475,6560,5557
157,2012-05-24,1,4895,0956,5642,5255,8305,8177,2942,2102,1942,2190
158,2012-05-24,2,2154,0420,5522,3942,5884,9883,1017,4143,8813,5590
159,2012-03-30,1,1894,4774,7124,7742,9771,9791,0359,9046,0298,8563
160,2012-03-30,2,4575,5478,1548,3726,8057,3607,0590,2825,1728,7833
161,2011-12-14,1,7590,8796,3121,1371,1535,1388,2569,4229,3750,0339
162,2011-12-14,2,8019,9913,5904,0922,0047,2154,6847,5374,4647,0834
163,2011-12-27,1,4550,9146,6957,0192,5075,1970,0822,4927,8437,6770
164,2011-12-27,2,4275,0346,6653,0736,7070,3705,8439,0305,4650,5859
165,2011-10-15,1,6512,2462,3149,1624,0521,4830,8049,4534,1661,4708
166,2011-10-15,2,3918,1461,1375,4331,6451,7749,4232,4553,0995,7577
167,2012-04-16,1,0070,5107,1952,9560,5554,7929,1418,0658,2068,7515
168,2012-04-16,2,8615,3263,2713,4208,7074,4113,0490,7091,1482,8629
169,2011-08-24,1,4698,5224,8572,7281,9641,2328,0582,0195,7717,3984
170,2011-08-24,2,3661,7497,0646,3774,8894,3834,0593,8351,2041,4862
171,2012-03-24,1,4090,3167,8394,6035,1349,4683,4859,4831,6659,7323
172,2012-03-24,2,9311,4683,5230,4108,2211,3798,1572,3514,8523,5653
173,2011-08-13,1,7100,1311,5774,7989,0672,9385,9637,8135,7158,4796
174,2011-08-13,2,8476,3091,9595,3887,3186,3301,0898,9807,9501,2260
175,2012-06-08,1,5374,4384,0968,2611,8035,0350,4757,0632,1581,3894
176,2012-06-08,2,5961,1670,3434,5445,9752,4074,0957,6262,6723,5039
177,2011-06-08,1,7451,6334,3392,5751,0206,5232,3416,5967,3425,3720
178,2011-06-08,2,8538,8939,7130,5323,6452,1302,3824,7145,0218,4290
179,2012-02-29,1,9767,7471,6159,3051,1020,7059,2696,0387,1561,7806
180,2012-02-29,2,1093,4272,3093,4261,9330,6899,2119,6780,2147,3690
181,2012-02-17,1,8706,8460,0535,6153,9895,5443,3311,6731,4154,6753
182,2012-02-17,2,8213,6035,6277,5476,9088,6580,1513,7812,1393,9818
183,2011-10-03,1,5232,8764,7857,9504,6085,2206,6515,1930,9453,9584
184,2011-10-03,2,6374,5771,7129,2311,6350,1398,6275,1242,3963,6661
185,2011-09-14,1,0708,6669,8831,0164,4920,3487,5575,7755,4608,4477
186,2011-09-14,2,3366,4002,8693,7459,1577,4787,9481,6492,5511,0948
187,2012-04-11,1,5109,1731,6163,4684,5255,2576,4395,5921,1102,4678
188,2012-04-11,2,8385,2334,5296,1383,7469,5507,8818,2023,6506,8605
189,2012-01-28,1,2849,9444,7141,8579,2768,4713,9141,4157,8680,2843
190,2012-01-28,2,3044,6990,3328,6646,5120,5036,9687,5271,3378,3954
191,2011-09-20,1,5221,7355,9989,9280,9114,8942,8437,8695,6776,6508
192,2011-09-20,2,9445,6082,5328,3741,0888,8298,7096,2459,1555,7490
193,2011-06-29,1,3221,0778,3529,5270,5744,3900,1534,8863,8755,6238
194,2011-06-29,2,5346,5874,8442,8146,7607,1685,1897,1214,3737,1781
195,2012-06-29,1,2511,5385,0103,7357,9758,0560,9464,3833,6485,6918
196,2012-06-29,2,5750,9258,1391,4718,3609,8555,6907,5567,8968,5917
197,2011-09-26,1,9797,5429,1625,0168,2827,6038,5002,6804,8967,4078
198,2011-09-26,2,0385,1326,8118,6257,8717,5570,4620,8671,5066,7367
199,2012-03-23,1,4816,9976,8460,9789,6440,1969,6289,4378,7445,7020
200,2012-03-23,2,9716,9737,5401,9671,4771,3655,4889,5871,9060,2091
201,2011-11-14,1,4180,2186,5985,2829,3480,9902,9695,5666,5339,6457
202,2011-11-14,2,1906,5403,5514,1748,8925,4199,4871,2171,9933,1364
203,2011-07-08,1,4635,3574,0587,4828,8756,7513,4899,5028,3077,1635
204,2011-07-08,2,2657,2824,2704,7834,7687,1814,2178,5537,3335,5747
205,2011-10-22,1,9021,1271,3057,3932,3537,6467,5686,5229,5973,8263
206,2011-10-22,2,3959,7226,5801,4706,5801,0001,6726,5665,1590,0814
207,2011-06-03,1,5807,5274,3128,1029,6629,0784,6306,1227,1984,0859
208,2011-06-03,2,7704,8490,4470,6299,7613,0344,7526,3980,9091,2533
209,2011-07-21,1,2926,6502,7638,8053,1379,6087,3966,9807,9533,1950
210,2011-07-21,2,7594,3149,1088,4789,1944,3669,6251,5574,8516,5147
211,2012-04-13,1,6973,8494,6182,9551,1804,4628,8418,2792,4065,1562
212,2012-04-13,2,3548,7300,8967,8748,7701,2768,1676,0585,7851,5337
213,2011-08-10,1,9711,9712,3146,3901,0204,2197,4646,2252,5149,8861
214,2011-08-10,2,0397,4284,1837,9529,1314,8826,3014,2200,8228,7832
215,2012-07-02,1,1200,9829,9618,9211,7915,0456,0597,6678,1559,3565
216,2012-07-02,2,3344,9823,3241,0807,4804,8491,3034,6178,8653,3349
217,2011-08-27,1,6476,0775,6801,5892,0213,0081,2291,2529,9704,1081
218,2011-08-27,2,6630,6980,7761,5896,2803,4095,0507,4609,5144,7131
219,2011-12-17,1,9275,1022,2276,0553,7253,9234,2511,2443,1815,9725
220,2011-12-17,2,0147,0999,0769,5451,7761,7209,4056,7230,8624,6319
221,2011-09-09,1,3348,4267,6714,1552,7755,4355,7394,4910,1870,2353
222,2011-09-09,2,7290,6652,5506,4423,6488,3624,2493,9030,4431,4446
223,2011-07-19,1,9127,2711,2632,6281,8284,4647,4240,8481,5994,9280
224,2011-07-19,2,1915,1505,4286,7984,6307,3687,0117,2720,5190,8651
225,2012-05-23,1,4289,8827,4736,7801,6109,2451,0035,6587,3007,7614
226,2012-05-23,2,1449,9696,2137,2016,6397,5653,1896,6175,3119,1326
227,2011-05-23,1,4921,1732,7862,8864,2736,8083,1124,2231,6128,6842
228,2011-05-23,2,6724,4395,7386,5761,6818,8244,4877,8704,1589,0885
229,2011-08-29,1,3697,0734,5345,7261,8798,3337,4387,8038,0877,4739
230,2011-08-29,2,5792,9040,6199,0384,7472,7014,8353,2896,3071,2903
231,2011-12-20,1,7905,4556,2979,0418,8638,1842,6269,8585,6195,5252
232,2011-12-20,2,1288,1201,7761,9955,1011,6669,5911,0846,7766,9133
233,2012-02-03,1,8515,3667,8695,1455,7033,4834,9051,6661,8026,8017
234,2012-02-03,2,8110,6432,7973,3385,1161,3002,9178,3402,8091,0690
235,2011-05-03,1,8250,9245,2561,7784,1450,6043,8484,1848,4607,5823
236,2011-05-03,2,3863,5105,5731,9651,4302,2163,2002,5251,8225,4725
237,2012-02-08,1,8410,4681,9173,8858,2056,0539,6478,5859,2322,3245
238,2012-02-08,2,1453,4298,4051,6361,4742,3283,2986,2359,8191,2760
239,2012-05-03,1,2235,9944,9622,6329,9809,8357,5772,4490,0090,7232
240,2012-05-03,2,5870,0606,1375,1216,9712,3667,1089,6567,2980,0066
241,2011-09-12,1,3309,0328,3400,5970,2789,0681,6098,9085,4595,7483
242,2011-09-12,2,8930,6160,2031,5469,5388,5544,9229,3648,4003,7256
243,2011-09-03,1,9532,1396,5120,8812,2175,7291,6258,8228,1092,8375
244,2011-09-03,2,7073,8037,4355,3443,1241,8017,4231,2543,5460,1338
245,2011-09-22,1,4031,2421,1379,4143,6150,9145,9118,3976,6335,6206
246,2011-09-22,2,4587,3969,2981,3720,4558,5630,9753,6394,9763,3523
247,2012-02-13,1,9351,1461,9950,7977,6248,5617,4580,1963,9651,4051
248,2012-02-13,2,4042,6664,6518,0120,8968,4581,8976,4028,6146,9500
249,2012-06-02,1,2544,1127,7902,3165,6174,0792,4082,8193,3421,8198
250,2012-06-02,2,5998,0328,0045,9490,6531,4655,5562,2799,7118,4061
251,2011-12-13,1,7242,8742,9730,8010,2442,9537,7709,0499,5558,9811
252,2011-12-13,2,6427,9405,1013,3290,3040,3921,6647,6673,4985,7704
253,2012-03-10,1,6412,2154,9760,1681,9982,5332,4093,0546,0651,0485
254,2012-03-10,2,7897,1472,5116,2656,0788,7412,9044,7280,3980,8826
255,2011-11-23,1,3743,0770,2407,4638,4017,6169,8199,7803,0016,3510
256,2011-11-23,2,7112,4330,6055,7994,8574,4285,1329,3814,2218,8546
257,2011-07-05,1,0104,2439,9580,4225,7152,6089,0494,4575,2190,3254
258,2011-07-05,2,2795,1650,5950,1252,5538,4227,1703,6831,5547,8599
259,2012-07-05,1,0035,8628,2514,3844,7041,5175,2526,8626,4697,7813
260,2012-07-05,2,6643,3281,2883,7023,1671,4487,0662,5348,0906,5792
261,2011-10-28,1,9597,8507,6624,1865,4880,1127,7307,4512,3611,5790
262,2011-10-28,2,3934,3228,3310,4299,4846,5825,2967,9991,6186,0397
263,2011-11-12,1,4004,5051,4606,6365,0865,2129,4474,5688,5998,4883
264,2011-11-12,2,0559,8359,3564,3388,4013,2789,2321,4944,3328,4033
265,2011-07-13,1,3640,4610,3373,7891,4745,3900,4776,5174,2171,5983
266,2011-07-13,2,4137,7399,1422,5491,1446,4337,8441,5189,8878,0600
267,2011-05-11,1,0677,5697,7591,1126,8000,1618,8629,1963,8900,0907
268,2011-05-11,2,1822,2951,3079,2345,5041,8367,4424,5519,2249,3658
269,2012-05-11,1,3598,0940,6181,0535,5657,2387,7714,2438,5221,3943
270,2012-05-11,2,8619,7968,5917,6071,2625,4389,3796,0986,9352,2568
271,2011-12-07,1,3319,0237,6409,0615,8689,6086,1592,2444,0861,2761
272,2011-12-07,2,5908,9507,6416,9699,2912,1535,5287,4961,1145,9666
273,2012-03-08,1,1420,0788,3968,5406,8668,8218,2904,6146,9178,5846
274,2012-03-08,2,8484,6552,1411,6967,9179,3802,6465,2118,1113,5616
275,2011-12-12,1,4691,1845,4713,0774,0427,3705,5453,5343,4877,4941
276,2011-12-12,2,9805,0949,5596,0600,5569,7841,9805,2093,6180,7021
277,2011-10-06,1,4940,9641,7540,1620,4479,6443,1354,2614,5223,2547
278,2011-10-06,2,3000,7231,2952,8528,6958,0428,9863,6117,7907,8226
279,2012-04-05,1,9761,7702,8471,6147,9435,9507,7454,0364,8779,0646
280,2012-04-05,2,1317,2946,3390,5830,0450,0288,5456,4672,1886,9926
281,2011-07-27,1,2655,2852,2795,0154,3037,0902,4362,5591,0396,0187
282,2011-07-27,2,8657,8621,8674,7485,3790,7520,0084,6735,7339,7179
283,2011-08-30,1,4176,3224,9431,9872,1132,2052,0396,6031,1810,4962
284,2011-08-30,2,8714,6918,3773,8274,4960,1816,8493,3062,3718,2152
285,2011-08-11,1,3999,9165,5865,4987,3582,5432,8730,1751,1024,1297
286,2011-08-11,2,1366,2932,3738,5195,0821,5643,6985,1090,8749,6769
287,2011-12-31,1,1837,8517,6129,2035,7590,7870,3019,8279,9799,0450
288,2011-12-31,2,4011,7659,0106,3227,0693,1370,0340,5914,9604,2901
289,2011-12-29,1,9554,6476,1752,7470,1553,9547,7073,4542,8675,7442
290,2011-12-29,2,7943,4093,3990,0774,3646,6757,2678,9313,3799,3843
291,2011-08-19,1,7306,8108,4061,0610,4538,6439,2164,8252,1534,6969
292,2011-08-19,2,8530,6851,2486,9443,7077,4287,1422,4376,7680,4660
293,2011-08-31,1,2903,4525,5817,1399,1872,0996,6352,4233,2935,7017
294,2011-08-31,2,9806,0157,7955,5570,3851,6363,4352,4053,9863,9046
295,2012-06-26,1,5248,8263,8961,7732,3759,2219,7878,5052,8765,1554
296,2012-06-26,2,4196,5473,9840,7300,2768,0007,9140,4497,3483,8105
297,2012-02-04,1,1868,7533,4436,7112,1541,6559,6316,2556,8933,0963
298,2012-02-04,2,3453,5249,2358,0921,3577,9280,3056,9772,1366,2312
299,2012-04-02,1,9748,4281,8833,5820,2313,0625,7489,1767,2423,4904
300,2012-04-02,2,8774,7383,5918,9944,9344,2387,5048,2540,5849,5127
301,2011-07-29,1,7009,5016,5118,6140,0261,8801,0987,7559,1345,6373
302,2011-07-29,2,5403,0176,3805,6072,1398,4620,2952,8532,4732,5635
303,2011-05-27,1,2891,4581,7528,3698,7215,4115,1740,0006,1845,5879
304,2011-05-27,2,2702,0084,0251,3026,3581,4989,3437,3742,5879,3532
305,2011-07-20,1,4341,4208,5802,3772,1362,2044,4612,4693,6612,2669
306,2011-07-20,2,5375,0061,9727,0116,4147,2787,1784,5692,8077,6504
307,2012-02-15,1,9835,6447,3935,3126,5416,1011,8491,1635,7135,2353
308,2012-02-15,2,4650,8680,0517,2303,5273,0458,5691,4171,0132,7010
309,2011-09-13,1,5123,4570,0247,1510,0752,1539,9461,2140,3477,4586
310,2011-09-13,2,9456,9532,7023,2703,8518,8154,8777,8616,8764,6708
311,2011-11-18,1,7143,8766,4439,2249,5576,2785,9602,1273,9318,9157
312,2011-11-18,2,9634,8312,5139,7231,5015,2752,6352,9133,8809,9604
313,2012-03-16,1,6047,2015,8652,2301,0988,9793,0683,7143,0946,0965
314,2012-03-16,2,6560,4205,6316,5342,0970,2942,7939,1244,5508,2273
315,2011-12-30,1,0697,8938,3954,8021,4925,4804,2631,6489,6943,6527
316,2011-12-30,2,2565,7232,6896,5081,9390,0644,2711,6968,6865,3662
317,2011-11-07,1,3962,3646,9588,3592,6127,6618,1426,5946,6400,3615
318,2011-11-07,2,4416,9447,7583,4948,5827,0525,4200,4577,9558,8382
319,2011-09-23,1,9587,0926,9199,5973,1276,0830,5538,5066,3603,0569
320,2011-09-23,2,1558,9098,0566,8969,6798,2984,2071,1697,4597,9424
321,2012-04-14,1,2829,0836,1793,3690,4966,9909,0570,1306,5073,2773
322,2012-04-14,2,5062,7320,1982,8158,6425,2545,0603,0889,4798,9956
323,2011-10-17,1,2785,4206,1025,7601,1721,3779,9814,7324,6902,5913
324,2011-10-17,2,7969,6838,6371,1088,0578,5469,6667,7807,9051,1730
325,2011-07-14,1,9348,9260,6641,1342,0158,8359,8484,0688,3483,3062
326,2011-07-14,2,0600,2028,4069,5196,2734,9930,1021,4978,9582,9498
327,2011-08-03,1,1441,0577,1912,6885,4214,4701,9715,5574,4502,8950
328,2011-08-03,2,4519,1711,0323,0824,5277,7786,8208,4650,5318,4042
329,2011-08-12,1,7813,3555,3520,4198,0760,6623,6560,6062,6026,8704
330,2011-08-12,2,5395,7580,0187,5839,1979,5168,8826,3308,8794,9940
331,2011-11-09,1,9603,1182,6949,6298,1247,3273,5451,3930,2767,0029
332,2011-11-09,2,0897,7779,5554,3359,5818,8678,5758,3136,7794,1102
333,2011-08-23,1,5181,2556,4920,7121,7540,4037,3725,7869,0945,3992
334,2011-08-23,2,3439,6169,8328,7327,0956,1533,4935,1832,5307,9806
335,2012-05-30,1,0262,5492,0315,8561,8365,0720,5264,6351,8890,8550
336,2012-05-30,2,8132,9612,7200,1597,8587,6544,6971,9342,2089,0501
337,2011-05-30,1,0105,2093,8008,3547,1741,8832,7056,5158,2232,2421
338,2011-05-30,2,7088,5433,5872,2418,4929,7799,4363,9146,3938,4534
339,2012-05-12,1,6233,8114,3089,5671,4881,3628,2484,0968,9318,2170
340,2012-05-12,2,9134,1050,4902,2387,8354,9742,8942,7865,8880,8723
341,2011-11-25,1,4621,1113,1679,8396,1173,9187,7196,0352,0929,8151
