0,12/07/2012,1,0944,5877,5873,8805,3253,6686,1258,3811,2851,4202
1,09/07/2012,1,4176,6570,6199,4551,6530,5255,3513,5083,1672,6122
2,09/07/2012,2,5192,9119,4046,7934,6969,3859,3604,9886,6845,8552
3,11/07/2012,1,9543,3568,8326,2047,1034,1039,1437,4727,7379,5149
4,11/07/2012,2,2383,2208,4661,8112,4033,0164,7771,4984,9412,6323
5,10/07/2012,1,2365,1453,6943,0808,7844,1071,4746,7794,8495,3550
6,10/07/2012,2,5345,0163,5046,6136,3000,0661,9725,9472,4968,3498
