19/08/2011,1,7306,8108,4061,0610,4538,6439,2164,8252,1534,6969
19/08/2011,2,8530,6851,2486,9443,7077,4287,1422,4376,7680,4660
31/08/2011,1,2903,4525,5817,1399,1872,0996,6352,4233,2935,7017
31/08/2011,2,9806,0157,7955,5570,3851,6363,4352,4053,9863,9046
26/06/2012,1,5248,8263,8961,7732,3759,2219,7878,5052,8765,1554
26/06/2012,2,4196,5473,9840,7300,2768,0007,9140,4497,3483,8105
04/02/2012,1,1868,7533,4436,7112,1541,6559,6316,2556,8933,0963
04/02/2012,2,3453,5249,2358,0921,3577,9280,3056,9772,1366,2312
02/04/2012,1,9748,4281,8833,5820,2313,0625,7489,1767,2423,4904
02/04/2012,2,8774,7383,5918,9944,9344,2387,5048,2540,5849,5127
29/07/2011,1,7009,5016,5118,6140,0261,8801,0987,7559,1345,6373
29/07/2011,2,5403,0176,3805,6072,1398,4620,2952,8532,4732,5635
27/05/2011,1,2891,4581,7528,3698,7215,4115,1740,0006,1845,5879
27/05/2011,2,2702,0084,0251,3026,3581,4989,3437,3742,5879,3532
20/07/2011,1,4341,4208,5802,3772,1362,2044,4612,4693,6612,2669
20/07/2011,2,5375,0061,9727,0116,4147,2787,1784,5692,8077,6504
15/02/2012,1,9835,6447,3935,3126,5416,1011,8491,1635,7135,2353
15/02/2012,2,4650,8680,0517,2303,5273,0458,5691,4171,0132,7010
13/09/2011,1,5123,4570,0247,1510,0752,1539,9461,2140,3477,4586
13/09/2011,2,9456,9532,7023,2703,8518,8154,8777,8616,8764,6708
18/11/2011,1,7143,8766,4439,2249,5576,2785,9602,1273,9318,9157
18/11/2011,2,9634,8312,5139,7231,5015,2752,6352,9133,8809,9604
16/03/2012,1,6047,2015,8652,2301,0988,9793,0683,7143,0946,0965
16/03/2012,2,6560,4205,6316,5342,0970,2942,7939,1244,5508,2273
30/12/2011,1,0697,8938,3954,8021,4925,4804,2631,6489,6943,6527
30/12/2011,2,2565,7232,6896,5081,9390,0644,2711,6968,6865,3662
07/11/2011,1,3962,3646,9588,3592,6127,6618,1426,5946,6400,3615
07/11/2011,2,4416,9447,7583,4948,5827,0525,4200,4577,9558,8382
23/09/2011,1,9587,0926,9199,5973,1276,0830,5538,5066,3603,0569
23/09/2011,2,1558,9098,0566,8969,6798,2984,2071,1697,4597,9424
14/04/2012,1,2829,0836,1793,3690,4966,9909,0570,1306,5073,2773
14/04/2012,2,5062,7320,1982,8158,6425,2545,0603,0889,4798,9956
17/10/2011,1,2785,4206,1025,7601,1721,3779,9814,7324,6902,5913
17/10/2011,2,7969,6838,6371,1088,0578,5469,6667,7807,9051,1730
14/07/2011,1,9348,9260,6641,1342,0158,8359,8484,0688,3483,3062
14/07/2011,2,0600,2028,4069,5196,2734,9930,1021,4978,9582,9498
03/08/2011,1,1441,0577,1912,6885,4214,4701,9715,5574,4502,8950
03/08/2011,2,4519,1711,0323,0824,5277,7786,8208,4650,5318,4042
12/08/2011,1,7813,3555,3520,4198,0760,6623,6560,6062,6026,8704
12/08/2011,2,5395,7580,0187,5839,1979,5168,8826,3308,8794,9940
09/11/2011,1,9603,1182,6949,6298,1247,3273,5451,3930,2767,0029
09/11/2011,2,0897,7779,5554,3359,5818,8678,5758,3136,7794,1102
23/08/2011,1,5181,2556,4920,7121,7540,4037,3725,7869,0945,3992
23/08/2011,2,3439,6169,8328,7327,0956,1533,4935,1832,5307,9806
30/05/2012,1,0262,5492,0315,8561,8365,0720,5264,6351,8890,8550
30/05/2012,2,8132,9612,7200,1597,8587,6544,6971,9342,2089,0501
30/05/2011,1,0105,2093,8008,3547,1741,8832,7056,5158,2232,2421
30/05/2011,2,7088,5433,5872,2418,4929,7799,4363,9146,3938,4534
12/05/2012,1,6233,8114,3089,5671,4881,3628,2484,0968,9318,2170
12/05/2012,2,9134,1050,4902,2387,8354,9742,8942,7865,8880,8723
25/11/2011,1,4621,1113,1679,8396,1173,9187,7196,0352,0929,8151
25/11/2011,2,7339,0703,6609,7340,0263,7354,1450,1561,5465,3679
24/11/2011,1,2256,4261,6811,0591,7090,9313,4014,6737,6983,6792
24/11/2011,2,4292,2557,8161,3163,3766,3895,6119,7050,6922,5982
12/03/2012,1,3763,4194,9276,2797,4460,6270,3521,9328,7628,4273
12/03/2012,2,5488,3827,6417,8933,8257,4014,3306,1993,7646,6878
16/05/2012,1,3392,8768,4827,1934,8778,8019,2057,0229,9809,4733
16/05/2012,2,2149,5477,6300,3792,6268,5081,4511,0168,1148,1682
16/05/2011,1,1744,5986,6176,4126,7123,6475,7169,9028,6263,7882
16/05/2011,2,1857,1271,3856,3816,3117,5035,9685,2892,5188,8320
15/12/2011,1,4560,5756,7350,2125,6429,9055,5441,5961,8199,8855
15/12/2011,2,1261,2139,5678,6405,2950,9380,8562,9411,8429,6408
29/03/2012,1,1026,2314,1546,5636,4514,2924,7617,8064,3612,0119
29/03/2012,2,8408,7870,7813,5182,9026,4118,5789,0978,9789,8774
08/09/2011,1,4982,1938,4320,9785,3436,9401,1632,7378,8426,5220
08/09/2011,2,7963,7844,8492,1785,5536,2485,6124,8356,7028,7451
20/10/2011,1,7940,4715,8310,7010,0086,9885,9765,9659,9854,7346
20/10/2011,2,5883,0001,2260,4774,2290,6084,4930,7060,2594,1162
